cmt_col,labels
"Một HLV tồi tệ nhất lịch sử Việt Nam từng có được , tiếc cho sự nông cạn liên đoàn đã đặt niềm tin vào HLV ngu dốt này",2.0
Huy Smartphone e mới cập nhập thông tin trước tưởng bác nhắn cái gì tào lao nên ko rep :)) thôi thì mình kệ mấy bạn ấy đi … Xem thêm,0.0
"Tùng sói said :"" nhìn cái gì mà nhìn ;) """,0.0
Ngày xưa cha ông Ngài bắt dân Việt Nam nhổ lúa trồng đay. Bây giờ ông lại lặp lại chỉ khác một chút là Trâu già gặm cỏ non. Về bản chất hoàn toàn giống nhau đều đưa Việt Nam đến con đường tụt hậu. Chúng tôi khuyên ông muốn thắng Indonesia trong trận s… Xem thêm,0.0
lỗi lỗi cc,1.0
"Ko thể để vụ này chìm được, để xem pl Việt Nam mình giải quyết vụ này thế nào",0.0
Có cách nào tắt tiếng de rót không mn :)),0.0
Thế này phải tìm cô nào gần nhà để yêu thôi,0.0
Một chế độ sắp tới ngày suy tàn rùi nên mới để cho các phần tử lộng hành ngang tàng đến nzay,1.0
Mày thiếu tính chuyên nghiệp. Hãy bắt cho thật công bằng,1.0
Tiểu Tiểu Đại Đại nữa bé Ba ơi :)),0.0
"Nó bị chó nhập rồi đm chạy nhanh không nó cắn chết bà bọn mày, ở đó mà hỏi lsao nữa",2.0
Có ngày may xin vĩnh viễn đừng giỡn với vn,1.0
liên quan đéo gì đến con nó mà trù con nó kcos lỗ đít,1.0
Duyên Suk chả liên quan nhưng avt của bạn là nữ sát thử thần tượng của tôi 😄😄😄,0.0
Đkm,1.0
Luật không áp dụng cho cán bộ . Dân chịu hết,0.0
Có thể với ông là tự hào nhưng với chúng tôi thì không !,0.0
cướp nhạc còn mở miệng kém thông minh =((,1.0
Vũ oke sút rồi vô nhà đá ngồi hả bạn cũng bạn rồi bạn có được lợi gì về việc này không,0.0
Minh Trí thì zeros cũng đi chơi khá xa mà,0.0
Nó hỏi thì cứ xán vào nó làm gì,0.0
Đàn ông gì lạ kì vậy trời.mô phật,0.0
Nam Nam IB KÍN,0.0
Nói đéo ngoa thì cái xh này nát vcl rồi ế 😕😕😕,1.0
stupidly embarrassed the referee,2.0
Phụng Phèo Lina Nhi này lương cao nè các friends,0.0
Idol của anh quang :D,0.0
"Du ma lai tang thue,dit con me no,da an ban roi,con cai con cac j de dong nua",2.0
Bt xl sao ko bt lm công bằng từ đầu ik chó mù à,1.0
Dành cho ae nào muốn test zô lấy link tải bản china,0.0
"Thanh niên trai tráng ai lại đi làm thế với phụ nữ,lòng người thật đáng sợ,làm người tốt thì cũng bị như này.",0.0
Đm lần đầu tiên bố địt vào mày ad ạ.,2.0
Mày bị đuôi ak,1.0
Chỉ muốn ad chửi chết tổ bọn chó chít này đi 😋😋😋😋,2.0
Gặp bố ỉa lên đầu bao lần rồi,0.0
xin quả nhạc đầu,0.0
Sĩ bọ dlm,1.0
dân vn giàu lắm cứ tạm giữ cho nhiều vào cho dân mua xe mới.cho nghành công an có thu nhập có công ăn việc làm.,0.0
Cực kì khuyết tật,1.0
Ơ t xem clip tưởng mấy năm trc mới đánh ngu như thế hoá ra mới đc mấy hôm à,1.0
Cô Trần Thị Nga bị nhà cầm tiền Việt Nam bắt tù đày chỉ có một tội duy nhất đó là....!,1.0
Cá chết là do đéo biết bơi có thế thôi cũng họp :))),1.0
"thế thằng rách cũng là người nổi tiếng mà sao nó bỏ con, ăn cháo đá bát, ngủ với fan vậy? chúng mày bị nó lấy quần che mắt à? già mà ngu quá vậy ?",2.0
Gái hay trai vậy,0.0
Rất thuyết phục:)),0.0
Minh Anh Mai Xin mọi người 3s để like và follow cho fanpage của mình nha.,0.0
tính ra mấy Hít của Jack thì toàn người khác viết thôi á. Sau này giai đoạn tách khỏi Kicm thì không có bài nào được coi là Hít luôn á,0.0
Kệ cụ mày,2.0
"Dàn cảnh tinh vi tội bé,",0.0
Cô dễ thương quá cô ơi. Ai lớp du chu cà mo ❤️❤️❤️❤️,0.0
a hihi lũ chó lợn thích thủ dâm ở đây nhỉ,2.0
Nl hả đicho,2.0
Nếu cứ bỏ qua lỗi và băy bừa rồi xl là song thì tôi muốn làm trọng tài để bv đội nào tao thích bóng đá phải có sử lý trọng tài đi ạ,0.0
Đạt Phạm dcu m đùa dai như tk bố m thế,2.0
"Mẹ nó,tụi này lỗng hành quá",1.0
Do mặt Khánh Chi đơ hay sao mà mình nhìn thấy mặt có vẻ khó chịu vậy ạ?,0.0
"Thầy lồn được cái sủa dơ, yêu thầy <3",2.0
Mày bỏ con mẹ nó LOL đi Bắn fifai ấy KDA trông có óc chó không chứ.,2.0
Idol. Viết vậy là chết con đĩ mẹ người ta rồi,2.0
Quá mất cảnh giác.,0.0
Bực mình :)),0.0
Bọn khốn kiếp,2.0
t đang coi film sếch à?,0.0
ớ thì ông xem các live trym cách nói chuyện của bọn nó xem. tôi thấy 1 thằng thảo mai 1 thằng tồ tồ thì tôi nói thôi . Chính vì ko xin đăng live đc nên thằng quyền gạ thằng mực đánh độ tiền 100k để hạ thấp thằng mực. Thằng mực cay c… Xem thêm,0.0
"THÁI LAN THẮNG RẤT ""THUYẾT PHỤC""",0.0
3 Bố con nhà thằng đó phải xử thật mạnh tay thì làm gương cho người khác : Nó lại còn nói nhà nó kg thiếu gì TIỀN ý là có TIỀN ĐỂ che giấu hành vi tội phạm như bố con nhà nó,1.0
Nó bứng lông căz ra nó bồi thường,1.0
Nguyễn Thịnh như con đĩ quái thai. Bổ xug thêm con cu nưa nhé. Trứng hơi to 😁😁😁,2.0
Lại sống như rau dền :)))),1.0
Ông nào GATO thì sẽ bảo ảnh này ghép cho coi 😥,0.0
"Sao tụi bây toàn chửi nhau mà ko thấy làm gì hết,cao lông nó chưa hay nói cho vui",1.0
Đĩ quýt Tiền nhìn mat hãm,2.0
Học phí tháng này đợi tháng sau em bù nha thầy :v dạo này bị thiếu kinh tế quá,0.0
Đám chó vàng ăn được vậy. Chớ có ai ăn vậy. Xe lấy về sửa ko cũng chết. Mà 1 ngày còn 2 3 chục nữa,2.0
"miền nam, miền bắc, miền trung, 3 miền lận",0.0
Lũ súc vật tụi mày chết không yên đâu,2.0
Lỗi lỗi cái đcm mày,2.0
Pham Minh phục lồn .,1.0
Đúng là chó chết thật,1.0
ở Hàn gọi là chiếc lá còn VN là lá chà bồn.,1.0
Con linh cá lóc là loại người không tha thứ dc.,2.0
ê cô già mà ngu nhỉ d chịu hiểu vấn đề sau bao drama mà vẫn tin thằng dách cho đc,2.0
Nghe hợp lý và thuyết phục anh em =)),0.0
Đi ngược với chính sách ngu dân chỉ có chết,1.0
Loại trọng tài này đề nghị AFC treo còi vĩnh viễn,1.0
Gái alime,0.0
Ae tẩy chay mực đi chứ nói nhiều làm gì fan này là fan bú win của người khác ạ all,1.0
Nguyễn Mạnh Hiệp gửi mấy ộp pa :)),0.0
Tất cả cũng chỉ vì chữ tiền :),0.0
ý thức nd đã kém rồi nói gì đến mấy anh bụng phệ,1.0
Đe'o chấp nhận oke,1.0
ừ chiến sĩ chó xanh chó vàng coi dân thua chó luôn ê 3ke lai thú chúng mày xuống a tỳ hết là thé giới thái bình !!!,2.0
Ốc chó mới kêu cầm cờ việt nam diễn tập.,1.0
Vẫn mãi là abe :)),0.0
Rồi mắc cái ji mà sáp lại gần dữ z,1.0
nick pha ke,0.0
vkl mực con,1.0
Vn chưa kịp dùng đi tù mẹ nó rồi,1.0
Nhìn mặt thì ngắn ngủn. Mắt thì hít. Mũi thì to. Nhìn nhủ mấy thằng nô lệ.,2.0
m đéo bt câm mẹ có vài nghệ sĩ đã giải thích vì sao TĐ bán hàng 2 loại á,1.0
Quê tôi thể loại này ngta gọi là Mõm,1.0
Uh cần lồn gì phải lịch sự,1.0
đất nước ngày một thối nát,1.0
Ảnh khè :))),0.0
"xin lỗi con cặk. Nghỉ việc đi thằng lo^`n. Địt cái lo^`n mẹ mày. Trời đất sinh hoa, vạn vật sinh sôi con mẹ mày lôi thôi đầu xanh mỏ đỏ gặm cỏ thay cơm đầu tóc bờn xờn khạc đờm tung tóe tao đcm mày. Lòn trâu lòn chó lòn bó xi măng lòn chằng mạng nhện lòn bận lá khoai lòn khoa lá mít lòn bít lòn thơm mà lòn thơm lòn đậm lòn đười ươi nói địt lòn còn vịt nó phang lòn giang mai lòn ỉa chảy lòn nhảy hip hop mà lòn xốp lm hàng hiệu lòn hàng triệu con súc vật mà t địt con đỹ mẹ m đứng từ trên cao mà lao đầu xuống đất địt lất phất như mưa rơi địt tơi bời như bom đạn địt lãng mạng như rumio và juliet",2.0
Từ bao giờ người nhật mất ý thức như vậy💁,1.0
tự bơi vào bị tao vả chứ chửi cl gi :)))) 1 thằng trên núi 1 thằng ở miền xui. nhục vcl cay t lắm mà có làm gi dc đâu. quê vcl :))) kkkkk,2.0
"em cảm ơn đã giúp em từ rank đồng lên rank thách đấu chỉ trong 2 ngày mà không lấy 1 đồng nào, respect",0.0
Chậm thoi,0.0
m cũng chỉ là thằng nhãi con thôi. Tầm suy nghĩ chưa lớn đc. Chắc cũng phần do cái gia đình m dạy dỗ k tử tế,1.0
Fan cứng có khác :))))),0.0
Lương tháng dc có 7-8 triệu =)),0.0
cái chính quyền như cái lờ,1.0
 thiên vị quá đáng lý ra thủ môn phải bị thẻ đỏ,0.0
Hat nhu lon 🙂,1.0
Liên đoàn Bóng đá Việt Nam - VFF mở to con ngươi mà đọc dùm coi,0.0
Sao thầy kh múa quạt nhỉ =))),0.0
Minh Ánh ác độc thiệt chứ,1.0
Phan Linh đb ct có lm j đâu ? Mà ss chán,1.0
Chán đéo nói nỗi 🤣🤣,1.0
"Trình vàng mà gáy dạy đời ác, đợt này thì ông cố nội sống lại cũng hết cứu. Hạc thì đi với hạc cóc ké ba ba thì muôn đời z thôi",1.0
Trọng tài như cái đầu buồi ăn lol,2.0
Đéo cần thằng chó như mày xin lỗi,2.0
Cháu yêu chú nhiều,0.0
đóm ngu số 1 địt ai dám tranh =:)))) . Ngọc bình tự dưng báo jack nhiệt tình cộng óc chó,2.0
Tại bọn lính cả,1.0
bố của mấy đứa miền bắc thôi... Còn miền nam hk có bố bố bố đâu,2.0
" =))) ngu đéo chịu được thế sao t k sơn r xoá số nhỉ có cái gì chứng minh xe của m nữa k, hay là đem hoá đơn ra",1.0
Đm nó dàn cảnh lạc hướng,1.0
Hai thằng chim mồi,1.0
tối có stream không abe,0.0
"chắc An đây mê gái đầu thai không hết gái nào bị chửi như chó , An chạy vào như 1 vị cứu tinh mặc kệ sự đời cứu dc rồi đưa 5 củ cho con cô ta á hả",1.0
Huấn luyện viên không biết thế nào là nhục,0.0
"Nó học cách của thằng anh nó đó , hèn , khốn nạn",1.0
rồi liên quan gì đến tk nguuu m thế ?,1.0
Cái lồn mẹ. Mấynhoom trước tao buk mình thì đỵt có chỗ nào xả. Hôm nay nguôi ngoai cả r thì mới tìm ra cái chổ chửi xả. Đỵt mẹ đời. Lồn mẹ chúng mày kể cả thằng ad mặt lồn bước ra đây để bố xem mặt,2.0
Ông nên tự biết xấu hổ mà từ chức,0.0
Nghèo đã khổ ác thủ kg tha,1.0
Cuong Quoc tui vẫn dẫn đầu nha tui vs Thi Thi đc ăn free nha mn ơi,0.0
Fake đó mấy ba má,0.0
Hóng phim ra rạp :)),0.0
chết m* m đi,2.0
Lũ dog này.. Hoàn cảnh khó khăn chúng cũng không tha.. Phải điều đặc công ngoài Bắc vào để xử lý hết lũ dog này,2.0
Ác quá mà ...vậy củg nhẫn tâm lấy đc nửa,1.0
Tôi nghiệp em xôi. Mấy thanh niên người ta mua gánh bán bưng vậy cũng đành. Xấu họ Mấy ah thanh niên quá. Ko bản lĩnh,0.0
Xin tên nhạc.,0.0
 why con mẹ m,2.0
15p nuac gặp a iu,0.0
HOA LỤA - HOA TƯƠI NHẬP KHẨU CAO CẤP.,0.0
Nhảm nhí. Mày kiếm đâu ra cái tờ giấy này rồi vu khốg thế,1.0
Các cậu ngủ đi,0.0
Nhìn mà ghê thật,0.0
Gia Bảo ci l**,2.0
Thứ giật tiền Minh Hiếu,1.0
mày thấy tổng 8tr/tháng k thằng ngu,2.0
Giết được người mà ko bị pháp luật xử nghiêm minh thì 3bố con nhà mày sớm muộn cũng xuống âm phủ mà tiêu tiền.,2.0
Chơi tí đồ ăn mừng,0.0
? M hiểu nhầm hay sao mà dãy nảy lên vậy . T nhận cày thua mà thì sao giống m đc mà m chửi ghê vậy . Chưa nói hết đã căng thẳng r =)),0.0
fuck out please,1.0
Hí ae là hiểu off sờ trym r đó😂,0.0
Thật ra chỉ cần vào mùa 20 phần xôi thì lấy 10 chiếc cũng ko biết đâu vì lúc đó lo làm rồi,0.0
Nhịn thét làm tới:)),0.0
ad của page này chửi như muốn đổ cả rổ lồn vào mồm người khác ý :),2.0
Mai m ra đường xe tông mẹ đi,2.0
Nghe kiện củ khoai chưa. mà đéo hiểu nôi bạn nghe nhạc của 1 thằng tư cách 5củ hát có hay đến mấy mà không thấy tởm à. Hay bạn cuồng nó qua rồi.,1.0
A tuân hỏi chu cà mo la gi lam e cười mn xỉu,0.0
Cũng giống lắm á :))),0.0
Vì mấy đồng bạc của người thái mà mày đánh mất đi lương chi của một con người,0.0
Xl làm đeo sao may không làm tròn một thằng trọng tài trong trận đấu may xử ép VN thế xong mày xl là một xong không có đâu con,1.0
cty Đang liên hệ để đàm phán tiền nhưng chỉ chịu chi 5 củ chứ ko phải 60 tỷ như Viruss yêu cầu nên Vi rút ko thèm liên lạc =)))),0.0
Hoàng Tử Băng Giá nhìn cách thay người là bít r,0.0
Cô nói câu nào cũng buồn cười hết trơn 😂,0.0
đủ trình kh,0.0
Tối qua off stream có khác anh ơiiii :v,0.0
"cu em mực bẩn tính mà tư duy phản biện còn kém nữa, trời ơi sao lại có thể tư duy phản biện mức mẫu giáo như thế được? đọc thêm sách vào cu",2.0
"Mày làm như lên cái là hết trộm cướp ấy, với cái xã hội này chỉ có thể hạn chế thôi là đã mừng rồi nhé",1.0
Fake bọn ngu à,1.0
đất nước tôi đấy bạn nhé,0.0
ngu vl xd,1.0
Hí anh em ❤,0.0
Võ Phong cười ỉa,0.0
Sory cái địt mẹ mày,2.0
bắt như con cặc mất một quả pen thẻ đỏ,1.0
Mày hãy cút về nuớc đi,1.0
cayy là gì ta,0.0
Đéo cho thì nói ki bo cho rồi thì soi này soi nọ . Thế mày muốn chúng nó sống sao . Miệng chó ko mọc đk ngày voi cứt j củng phun ra đk,2.0
Bọn nầy tàn nhẫn quá trc sau cũng gặp quả báo,1.0
bị ngu à? Nghe nhạc 2 thằng mà éo hiểu vấn đề,1.0
b52 ơi lứng quá B52 i,0.0
H toàn bọn béo ú ngu học làm lớn,2.0
Cái lồn má mày thằng trọng tài chó,2.0
"Nhung ơi là Nhung, sao mày báo đời dữ vậy Nhung...):",1.0
Xin Quỳ,1.0
có fan cứng nhưng nào đâu hiển thị :((,0.0
Fucking you,2.0
Đm,1.0
Mày ngu lắm may khong nên làm trong tài,2.0
"Lm thì lm mẹ nó r, lại vòn xl, ngứa",1.0
Lại bú dái kata hả mực ngu,2.0
má trọng tà cay tù hồi nào tối nay nha ghim rồi á,1.0
Sủi kèo mà sủa ác :))),1.0
Bạn chả có máu hóa văn loz j cã=]],1.0
Gil lại đi cà khịa rồii😂,0.0
"Tụi mày ăn đéo có cái gì, đéo có con Cặc gì, nhưng được cải, nước ngoài hỗ trợ ( xin lỗi nói thẳng) kích động gây chia rẽ",2.0
"rách không bao, giờ đạo nhạc",1.0
Cường quyền ác bá !,1.0
Nguyễn An Huy ngu thua m chút à,1.0
Nick fake xin lỗi cái lồn :)),1.0
Đây nè,0.0
"Lên núi làm hảo hán, cướp của quan tham chia cho dân nghèo. Về đầu thú là tội chết.",1.0
Đời thường là như vậy nghèo lại gặp éo le chán,0.0
"Luôn tin yêu và ủng hộ anh Jack -J97 ạ. Mong anh chân cứng đá mềm, kiên định vượt qua mọi sóng gió dư luận !!!!!",0.0
Anh nói hay ghê á :33,0.0
Tam quan lệch lạc,1.0
hốt lun cái xe xôi mới chấn động,0.0
..😀😀,0.0
Từ chức đi thằng mặt dầy. Cút khỏi đất nước Việt Nam.,1.0
Bạn tao mày đừng có xàm l thông à mày cần tao không tao bênh nó đã bênh thang kia chưa thế giờ ng nhà m bị chửi thì m câm à thang ngu,2.0
đâu cap đi xem nào,0.0
"Thằng lồn cha với con đĩ mẹ mày không biết dạy mày nên mày mới dựng lồn lên xem vào chuyện của người khác, bộ tao ăn hết của ông nội mày sao mà mày lôi tao vào. Từ đầu tao đâu có lôi tên con đĩ mẹ mày ra nói đâu",2.0
So so cái d*t c*n m* may,2.0
@Chiến trần chuẩn 👌,0.0
q thi hut con ko lo danh nha ngu qua ngu,1.0
Chơi như cl mà rên như bị Đ!t :)),1.0
Đúng là hề,0.0
Con bóng chúa sẽ bị ma ám in bv 😏,1.0
Nhây :)))) chừa nhé,0.0
bạn trai nhà người ta chưa bao giờ làm tôi thất vọng :)),0.0
Phan cứng trong sự ngỡ ngàng😀,0.0
nghe mày bênh thằng Rack vậy là biết ngay ngày xưa mày học rất ngu rồi :))),1.0
"T thề là nếu như dịch bệnh mà hết và con Nhung này ra viện thì chắc là ai nhìn thấy nó thì cũng muốn lao vào xé xác nó ra ấy, thế có mà nó sợ tụt lờ k dám đi đâu đâu =)))))",1.0
"Cút con me may khỏi đất nước của tao đi , thằng n g u học , phế vật",2.0
"Mh thấy càng dưới vị thành niên mà phạm tội càng nên trừng phạt mạnh tay, vì chúng còn bé mà tư tưởng và hành động bạo lực như thế thỳ lớn lên k biết chúng còn trở nên thế nào nữa",0.0
 đ.ần,1.0
Ông lấy bằng chứng gì để nói chuyện với chúng tôi. Thêm 1 tờ giấy biên bản nữa,0.0
"Boxit nữa, đừng quên bùn đỏ",0.0
Quên mẹ đi. D.ịt mẹ đâu có luật nào công an bồi thường xe cho dân. Tụi bây đem luật nào cho tao xem,1.0
Buôn bán mà người ta hỏi thăm đường kĩu này nên né ra ..đìu có sự khốn nạn trong đó hết ..,1.0
Trường,0.0
Đứng đó ăn ccc à,1.0
hèn hạ,1.0
Học công nghệ sản xuất kem chống nhục và phẫu thuật cắt dây thần kinh xấu hổ,1.0
Loại này bắt dc cứ tử hình. Bắt la tử hình liền. Bảo đảm sợ. Thứ này khỏi cãi tạo cm j hết,2.0
lỗi cái lồn má mày,2.0
Dáng người thì cao đấy nhưng chất thì như lồn,1.0
đụ..vậy đầu óc có vấn đề chắc luôn,1.0
đĩ lồn,2.0
"Fuck you. Fuck your mom, fuck your father, fuck your family, fuck your grandmother, fuck you wife…",2.0
đang chửi nhma thấy chim cánh cụt:)))),0.0
Lúc nào Việt Nam chúng tôi cũng bị trọng tài bắt ép.. Xin lỗi được gì ông nên về hưu xóm đi..,0.0
Cuộc thi khen vợ bắt đầu Mình trước : Vợ mình cả xóm ai cũng sợ!,0.0
"Nguyễn An Huy t xấu chắc m đẹp, liuliu",0.0
Nhung Nguyễn 10₫,0.0
Vitamin Nhung cđ m chứ ai nữa 😁😁,1.0
jack làm giáo viên à bạn ?,0.0
Thg l,1.0
"Rất thích bài viết thế này. Hay và ý nghĩa, học thêm nhiều cái mới",0.0
cái lồn,2.0
Bởi dừa lờ t lắm cho chừa cái tật chơi dọng cha dọng mẹ rồi bị chặt :)))))),1.0
"do chính quyền không thắt chặt kiểm soát. Phải lập thành nhiều đội làm mồi giả bộ nai tơ, trang bị bộ đàm không giây để liên lạc khi chứng đến. nhử bọn này đến ăn cắp, bên trong nhảy ra tóm trọn cả đám",0.0
Bởi khi tụi này mà rớt nài thì ít được người dân nương tay trước khi giao C.A cũng đáng .,1.0
Bất tài vô dụng,1.0
Mê trai hả mài,1.0
Thể loại fake xứng đáng làm người giống như thằng trọng tài thật vậy,1.0
Mấy thằg não cức,2.0
Đcm yêu nhau thế cơ à?,1.0
những chiến sỹ nghe oai phong dũng cảm quá nhỉ !? kẻ thù của chúng là ai vậy !!!!???,0.0
ác cả cha lẫn con mạng sống con người mà nó xem như lông chim,1.0
loại m = con vave thôi đừng lắm lời Nói thẳng đéo có cửa để tao trl nhưng vì thấy m cmt nguuu dốt lên đây thì tao nói luôn Là t đéo binh nma tụi m ghét Nó thì chửi nó mắc cái gì chửi ngta đúng là loại bại não cận huyết nc có khác thôi về làm … Xem thêm,2.0
Đọc thần chú j v thầy 🤣,0.0
Thành Huy Hoàng Tiến,0.0
Tàn nhẫn quá luôn,1.0
Tự nhiên nghĩ lại thấy đẹp trai cũng là cái tội ae ạ,0.0
mỏ lồn của LOL VN mà :)) Nhìn cái mồm rộng như cái lồn mà bt rống ghê ntn r :)),2.0
Ông nên từ chức đi cho đỡ nhục,1.0
Cái đầu khấc,1.0
thôi cháu ơi. cháu xem idol ngu của cháu cháu ảo tưởng it thôi cháu ạ. game it thoi.ra đường nhiều vào.trả dthoai cho mẹ cháu đi :))) học thì ngu mà cứ chửi người đi làm rồi,1.0
Đôi khi quảng cáo với cái đầu ngắn nên bị tổ trác. Thay vì hòa đồng thì cứ thích tỏ vẻ bố thiên hạ. Chán ông vin fet,1.0
Sai r xin lỗi,0.0
Lời xl muộn màng Xl r có thay đổi đc j,0.0
Đừng làm trọng tài nữa thằng mù,2.0
vãi...,1.0
Đọc xong tin nhắn mới biết. Mấy dạy và côn đồ từ gốc. Chắc mấy thằng đang trên bàn thờ nhà cháu cũng thế,1.0
xem lại trận hqua đi cái dcm,1.0
Khỏi đi để cháu còn đi học,0.0
"Đồng Tháp mới đin2 thằng Chộm chó đó! bọn ""ăn cứt"" này nếu đx thì cho chúng nó đi bớt đi",2.0
"Lộ đoạn ghi âm Rách xin beat VR kìa ở đó mà làm việc công với chả tâm uy tín với danh dự , tự ái nhột rồi đăng bài làm việc để lùa gà với fan",1.0
Gọi mấy thằng CA là phải dí thẳng tiền cho chúng nó.ko là đến già chúng nó cũng chả quan tâm,1.0
Vì ba cái like rẻ tiền để câu view à,1.0
Đụ con đĩ mẹ thầy nhá,2.0
ông giờ đã trở thành người nổi tiếng rồi.bắt như lồn,2.0
"Đây đây đây ,ăn mẹ di",1.0
Huyền Khánh Phùng chả vờ chả vịt :)),0.0
Nguyễn Mỹ Duyên cánh hoa may mắn:)),0.0
Đến bọn quan tham mà lừa đời chúng nó rồi cũng đâm đầu xuống sông chết thôi,2.0
Mắt bị cục shit lấp à. Fake you,2.0
2thag ôn con đến cửa hàng xe hơi đòi mua siêu xe.,1.0
Thằng hlv như cc cút về nước,1.0
muộn r :)),0.0
Ông biết nhục nhã la gi k.đá 10 trận.thua 9.kể cả khi ông thắng indo tran lượt về.thi ông nên từ chức. Bất tài vô dụng ma lương cao,1.0
Lên top chỉ qua được ng ta ủng hộ sau vụ việc thg KICM nhạc dell hay chổ nào,1.0
Trọng tài như con cac,2.0
Con mẹ nhà mày thăng lol mày mù à,2.0
Nguyễn Trọng Hiệp Đm óc cức à bạn trẻ...,2.0
Mn ơiii giúp em với ạ,0.0
"Cái page này phản động đấy, ad súc vật biết cc j đâu",2.0
Ảnh về với điều kiện tay chân ảnh lên :3,0.0
"Tới bến, sáng dzìa",0.0
Lỗi nhục của trọng tài. Trình độ bắt trọng tài kém thì nên ở nhà.,1.0
"Thầy bói Ba cl gì gì vậy thầy, đem con susan ra thế giới à",1.0
Trông đánh con aatrox..,0.0
Về đi hái nho đi,0.0
Bắt sai cho cố ra nói xin lỗi,1.0
"tự kiểm điểm, có cái éo đó cứ làm hoài",1.0
rank gì nhưng mà ít nhất nó còn sống ra con người. Chứ loại gato xong toxic thì chỉ vậy thôi.,1.0
Ô ko phù hop,0.0
"Nó chửi Cô Minh Hiếu là sai, nhưng mà đm tụi m thật sự rất quá đáng, nó có xạo hay gì đó nếu ko ảnh hưởng ai thì việc gì phải đập phá chén cơm người khác v, còn việc giá 1 chai nước hoa rẻ thì tự tụi m phải nhận thức được nó là hàng loại nào, nếu thấy chấp nhận thì mua nó đâu ship lại hay lấy dao kề cổ bắt bây mua. Còn Trần Đoàn nên có lời xin lôi tới cô MH đi, còn TĐ nó có xạo sài hàng fake hay thật kệ nó, tụi bây chắc gì ko sống ảo chắc gì ko sài hàng fake nên ai làm gì kệ ngta tạo nghiệp chi v.",1.0
Đậu xanh toàn share link tiếng việt vậy,0.0
Bán ba cái nước hoa xạo,1.0
từng này tuổi r còn bị thằng trẻ con nó dắt mũi. chọn sai idol cx là 1 cái tội =)),1.0
"cái loại bỏ con k nhận thì đạo đức gì mà lên tiếng má, cừi đái Nguyễn Thị Bích Ngọc coi hề nè má",1.0
A di đà Phật xin cho con về với Phật,0.0
Thật nực cười,0.0
Trần Hảo chị xem coi mà biết . Ra đường lam j lam . Gặp ng lạ để ý cảnh giác . cứ lo cho c,0.0
"Tôi tha thiết đề nghị chủ tịch VFF sa thải ngay Troussier,thua mất mặt hơn 10 trận đấu liên tiếp rùi",0.0
Tuân Đào nghe noi thich tone giong nay,0.0
"Bọn phản quốc lúc cặc nào cũng than nghèo kể khổ. Ngồi nhà cả ngày, soi mói báo mạng kích động bạo lực. Bảo sao thất nghiệp với vô học. Về xứ cali chúng mày đi. Mới xả súng đấy. :))))))))",2.0
Người chúng tôi cần phải như này. Có thua đi chăng nữa. Người hâm mộ vẫn vui ấm lòng ông Tru Si Êhhhhhhhhhhhhh ơi,0.0
Báo chí gì mà nói sạo lộ liễu. Nản,1.0
"noi dong cham toi ban tot 16 chu vang la bi ghep toi phan dong ,,, roi co ca dam dlv ngu ngoc tre trau cung vo goi la phan dong viet tan potay luon",1.0
acc giả hay sao ý j mà đang bắt lại đăng 4 phút trước,0.0
Chị oi ! ai cũng muốn mình đẹp mà khổ nổi ko có tiền,0.0
Why cái mả mẹ mày về quê con mẹ mày đi,2.0
"Ê chó ad. Nó nói chất độc ko thể ăn được có gì sai à? Chỉ cái lủ chó như...cha mẹ mày chẳng hạn, trộn chất độc vào để tăng lợi nhuận rồi kéo theo việc hại dân thui nhé",2.0
hhh mõm ít th cháu ơi do m nguu t ko thèm nc vs m đấy,1.0
Văn Việt quay ăn lon,1.0
Khốn nạn nhất là cái thằng ra luật ăn trộm ko dược đánh.dânhs nó bị thương tích là tri tố.y như thằng ăn trộm ra luật vậy,2.0
"Năm mới chúc các bạn đạt được tất cả mục tiêu của cuộc sống,",0.0
Chào đ/c thiếu tướng Trần Dần,0.0
Đit mẹ may,2.0
"CS miệng và đít chúng là một chỗ. Một chế độ thổ tả không còn sửa sai được nữa, mà phải thay đổi với một chế độ khác. Sống với CS mà không biết gì về thủ đoạn của bọn chúng là không có cái đầu.",2.0
tao vẫn đéo hiểu cái loại mày bỏ cái chuột với cái bàn phím ra với giống bố đời kiểu này làm đc clg cho đời,2.0
"Con bóng đực kia cũng là dạng đầu trâu mặt ngựa, 2 mặt, nịnh bợ.",2.0
"Giống như câu , Ngêu sò tranh nhau , Ngư ông đắc lợi",0.0
Xl cdmm,2.0
Cô minh hiếu mà hết thời là mày cũng hết đường làm ăn luôn nha con bóng đồng tháp bán dồ giả,2.0
"Ai k tin chứ tôi tin vào quả báo và nhân quả, k đến sớm thì muộn chứ k thoát đc chỗ nào đâu...",0.0
"Nói gì thì nói chớ , tui đang bị cách ly ở đà nẵng 😓😓",0.0
Chi dep qua c oi.su con cho do di c.con mat day con cho phan quoc.,2.0
Mốt tập nói tiếng hoa kiểu này 🤣🤣🤣 Kom Tuấn Hạnh Kim Trần,0.0
Cc  3 m,2.0
😊😊😊,0.0
Xin vĩnh biệt cụ trọng tài,1.0
Ví anh làm kiểu gì mà trong ví lúc nào cx nhiều tiền vậy ?,0.0
Tao cũng không hiểu tại sao mấy thằng đầu óc có vấn đề mới thuê cái thằng này làm việc,2.0
